,index,Voltage_measured,Current_measured,Temperature_measured,Current_charge,Voltage_charge,Time,Capacity,TTD,Start_time
18685,17555,3.474938495,-2.006810113,31.91330511,1.9988,2.572,1856.391,1.640434857,1334.672,3191.063
18686,17556,3.473213471,-2.010475468,31.96514895,1.9988,2.57,1868.047,1.640434857,1323.016,3191.063
18687,17557,3.471982117,-2.010010734,31.98860281,1.9988,2.568,1879.625,1.640434857,1311.438,3191.063
18688,17558,3.470461827,-2.009567205,32.01905466,1.9986,2.567,1891.219,1.640434857,1299.844,3191.063
18689,17559,3.468677596,-2.012952885,32.06330912,1.9988,2.566,1902.75,1.640434857,1288.313,3191.063
18690,17560,3.467433981,-2.009081616,32.09859275,1.9986,2.564,1914.328,1.640434857,1276.735,3191.063
18691,17561,3.465973066,-2.010291527,32.13815573,1.9986,2.563,1925.906,1.640434857,1265.157,3191.063
18692,17562,3.464673664,-2.008642688,32.17137415,1.9988,2.562,1937.469,1.640434857,1253.594,3191.063
18693,17563,3.463371987,-2.008171718,32.20705339,1.9986,2.56,1949.078,1.640434857,1241.985,3191.063
18694,17564,3.462043194,-2.009271045,32.24891766,1.9986,2.559,1960.625,1.640434857,1230.438,3191.063
18695,17565,3.460613798,-2.007313186,32.28235886,1.9988,2.558,1972.172,1.640434857,1218.891,3191.063
18696,17566,3.459006627,-2.00954578,32.32493158,1.9986,2.556,1983.703,1.640434857,1207.36,3191.063
18697,17567,3.457877984,-2.009032499,32.36785655,1.9986,2.554,1995.344,1.640434857,1195.719,3191.063
18698,17568,3.45620118,-2.008928018,32.39715599,1.9988,2.554,2006.906,1.640434857,1184.157,3191.063
18699,17569,3.454827515,-2.008215132,32.4389939,1.9988,2.552,2018.453,1.640434857,1172.61,3191.063
18700,17570,3.453368682,-2.009263443,32.46959891,1.9988,2.55,2030.063,1.640434857,1161.0,3191.063
18701,17571,3.45188451,-2.010679051,32.51057866,1.9988,2.549,2041.625,1.640434857,1149.438,3191.063
18702,17572,3.450576249,-2.011302065,32.55550451,1.9986,2.548,2053.234,1.640434857,1137.829,3191.063
18703,17573,3.448972505,-2.007665126,32.59819644,1.9986,2.546,2064.813,1.640434857,1126.25,3191.063
18704,17574,3.447586146,-2.010166545,32.63557476,1.9988,2.545,2076.359,1.640434857,1114.704,3191.063
18705,17575,3.446140784,-2.008792052,32.66762192,1.9988,2.544,2087.906,1.640434857,1103.157,3191.063
18706,17576,3.444715291,-2.012201508,32.7155301,1.9988,2.542,2099.531,1.640434857,1091.532,3191.063
18707,17577,3.443134697,-2.00661888,32.75793952,1.9988,2.541,2111.063,1.640434857,1080.0,3191.063
18708,17578,3.441804819,-2.009540301,32.81298671,1.9988,2.538,2122.656,1.640434857,1068.407,3191.063
18709,17579,3.440134163,-2.00924195,32.8511458,1.9988,2.537,2134.219,1.640434857,1056.844,3191.063
18710,17580,3.438486385,-2.013097828,32.89894267,1.9988,2.536,2145.797,1.640434857,1045.266,3191.063
18711,17581,3.436988617,-2.006540089,32.93820549,1.9986,2.534,2157.359,1.640434857,1033.704,3191.063
18712,17582,3.435350162,-2.012760793,32.98087947,1.9988,2.533,2168.922,1.640434857,1022.141,3191.063
18713,17583,3.434007753,-2.007248879,33.03794809,1.9988,2.532,2180.531,1.640434857,1010.532,3191.063
18714,17584,3.432346009,-2.007173452,33.0767555,1.9988,2.53,2192.078,1.640434857,998.985,3191.063
18715,17585,3.430940683,-2.008210478,33.10365403,1.9986,2.528,2203.656,1.640434857,987.407,3191.063
18716,17586,3.428983253,-2.010711879,33.16338672,1.9988,2.527,2215.188,1.640434857,975.875,3191.063
18717,17587,3.427672677,-2.009545931,33.20194436,1.9988,2.525,2226.781,1.640434857,964.282,3191.063
18718,17588,3.425769067,-2.011887447,33.23785631,1.9988,2.524,2238.297,1.640434857,952.766,3191.063
18719,17589,3.42414487,-2.007380338,33.29745882,1.9988,2.522,2249.875,1.640434857,941.188,3191.063
18720,17590,3.422549544,-2.008692229,33.33291642,1.9988,2.52,2261.5,1.640434857,929.563,3191.063
18721,17591,3.420828414,-2.009909575,33.38152516,1.9988,2.518,2273.063,1.640434857,918.0,3191.063
18722,17592,3.419147742,-2.008485572,33.42244659,1.9988,2.517,2284.672,1.640434857,906.391,3191.063
18723,17593,3.417525418,-2.008265491,33.45749116,1.9986,2.515,2296.188,1.640434857,894.875,3191.063
18724,17594,3.415424595,-2.005571212,33.50225336,1.9986,2.513,2307.813,1.640434857,883.25,3191.063
18725,17595,3.413679261,-2.009768328,33.55128896,1.9986,2.511,2319.375,1.640434857,871.688,3191.063
18726,17596,3.411639348,-2.006593662,33.57882089,1.9988,2.51,2330.922,1.640434857,860.141,3191.063
18727,17597,3.409702404,-2.006044934,33.61859201,1.9986,2.508,2342.547,1.640434857,848.516,3191.063
18728,17598,3.407936931,-2.006295319,33.6712286,1.9988,2.506,2354.078,1.640434857,836.985,3191.063
18729,17599,3.405838804,-2.007768054,33.71692078,1.9988,2.504,2365.672,1.640434857,825.391,3191.063
18730,17600,3.403818153,-2.008520078,33.76060546,1.9988,2.502,2377.219,1.640434857,813.844,3191.063
18731,17601,3.401798145,-2.006058192,33.80418433,1.9986,2.5,2388.797,1.640434857,802.266,3191.063
18732,17602,3.399594928,-2.009394735,33.85610684,1.9988,2.498,2400.359,1.640434857,790.704,3191.063
18733,17603,3.397589887,-2.008125008,33.90856268,1.9986,2.496,2411.969,1.640434857,779.094,3191.063
18734,17604,3.395442351,-2.009509692,33.95083762,1.9988,2.494,2423.5,1.640434857,767.563,3191.063
18735,17605,3.39338697,-2.00889091,34.01274536,1.9988,2.492,2435.109,1.640434857,755.954,3191.063
18736,17606,3.390814395,-2.008672655,34.04348074,1.9986,2.489,2446.672,1.640434857,744.391,3191.063
18737,17607,3.38806703,-2.00857799,34.08881762,1.9988,2.487,2458.25,1.640434857,732.813,3191.063
18738,17608,3.385733362,-2.009265239,34.13686134,1.9986,2.484,2469.797,1.640434857,721.266,3191.063
18739,17609,3.383254412,-2.008645353,34.18741828,1.9988,2.482,2481.422,1.640434857,709.641,3191.063
18740,17610,3.380488667,-2.00989985,34.23237385,1.9988,2.479,2492.922,1.640434857,698.141,3191.063
18741,17611,3.377766519,-2.007898184,34.28959342,1.9988,2.476,2504.531,1.640434857,686.532,3191.063
18742,17612,3.374793177,-2.008509816,34.34807923,1.9986,2.474,2516.109,1.640434857,674.954,3191.063
18743,17613,3.371799763,-2.007493986,34.38178585,1.9988,2.471,2527.703,1.640434857,663.36,3191.063
18744,17614,3.368780057,-2.008127653,34.43956105,1.9988,2.468,2539.234,1.640434857,651.829,3191.063
18745,17615,3.365374487,-2.00742199,34.49473633,1.9986,2.464,2550.844,1.640434857,640.219,3191.063
18746,17616,3.361796858,-2.009216577,34.55066076,1.9988,2.461,2562.406,1.640434857,628.657,3191.063
18747,17617,3.358322669,-2.009039768,34.59262084,1.9988,2.458,2573.984,1.640434857,617.079,3191.063
18748,17618,3.354549169,-2.005544705,34.63222499,1.9988,2.454,2585.547,1.640434857,605.516,3191.063
18749,17619,3.350439496,-2.007546587,34.68563846,1.9988,2.45,2597.094,1.640434857,593.969,3191.063
18750,17620,3.346176695,-2.012079373,34.73320064,1.9988,2.446,2608.672,1.640434857,582.391,3191.063
18751,17621,3.341516098,-2.006309566,34.77895192,1.9988,2.441,2620.281,1.640434857,570.782,3191.063
18752,17622,3.336412897,-2.010681053,34.84215897,1.9988,2.436,2631.828,1.640434857,559.235,3191.063
18753,17623,3.331289442,-2.007304603,34.89261675,1.9986,2.431,2643.438,1.640434857,547.625,3191.063
18754,17624,3.325515162,-2.008082812,34.93581655,1.9986,2.425,2654.984,1.640434857,536.079,3191.063
18755,17625,3.319547088,-2.008465524,34.99025376,1.9988,2.419,2666.531,1.640434857,524.532,3191.063
18756,17626,3.312811025,-2.008700255,35.05034973,1.9988,2.413,2678.125,1.640434857,512.938,3191.063
18757,17627,3.305970337,-2.011159864,35.11743532,1.9986,2.406,2689.688,1.640434857,501.375,3191.063
18758,17628,3.298289503,-2.010176969,35.16402762,1.9988,2.398,2701.297,1.640434857,489.766,3191.063
18759,17629,3.289982956,-2.008620275,35.21164361,1.9988,2.39,2712.828,1.640434857,478.235,3191.063
18760,17630,3.280803669,-2.008731853,35.29235333,1.9988,2.382,2724.406,1.640434857,466.657,3191.063
18761,17631,3.271209607,-2.009231807,35.34262025,1.9986,2.372,2736.0,1.640434857,455.063,3191.063
18762,17632,3.260568424,-2.009889974,35.39403291,1.9986,2.362,2747.578,1.640434857,443.485,3191.063
18763,17633,3.249045854,-2.006532609,35.48414052,1.9988,2.351,2759.141,1.640434857,431.922,3191.063
18764,17634,3.236630015,-2.008356354,35.53886039,1.9988,2.339,2770.719,1.640434857,420.344,3191.063
18765,17635,3.223130653,-2.008503157,35.61351736,1.9986,2.327,2782.297,1.640434857,408.766,3191.063
18766,17636,3.208599057,-2.007045831,35.66955687,1.9986,2.312,2793.844,1.640434857,397.219,3191.063
18767,17637,3.192403928,-2.00869816,35.75050444,1.9988,2.296,2805.406,1.640434857,385.657,3191.063
18768,17638,3.174904904,-2.006718675,35.81806059,1.9986,2.279,2816.953,1.640434857,374.11,3191.063
18769,17639,3.155673396,-2.00934356,35.88836238,1.9986,2.261,2828.578,1.640434857,362.485,3191.063
18770,17640,3.134747136,-2.009674536,35.97695508,1.9988,2.24,2840.094,1.640434857,350.969,3191.063
18771,17641,3.111349495,-2.010178473,36.03700454,1.9986,2.218,2851.703,1.640434857,339.36,3191.063
18772,17642,3.085448568,-2.008518636,36.1290985,1.9986,2.194,2863.281,1.640434857,327.782,3191.063
18773,17643,3.056837766,-2.009844099,36.22800585,1.9988,2.165,2874.813,1.640434857,316.25,3191.063
18774,17644,3.024386023,-2.011677353,36.31683401,1.9986,2.135,2886.422,1.640434857,304.641,3191.063
18775,17645,2.98721484,-2.008099069,36.42502639,1.9986,2.1,2897.953,1.640434857,293.11,3191.063
18776,17646,2.943356954,-2.011534178,36.52066698,1.9986,2.059,2909.516,1.640434857,281.547,3191.063
18777,17647,2.889813004,-2.012881701,36.61958612,1.9988,2.009,2921.141,1.640434857,269.922,3191.063
18778,17648,2.824539825,-2.010145893,36.71752959,1.9988,1.95,2932.719,1.640434857,258.344,3191.063
18779,17649,2.742637986,-2.008691974,36.84032666,1.9986,1.874,2944.25,1.640434857,246.813,3191.063
18780,17650,2.631449285,-2.010125814,36.95956691,1.9986,1.776,2955.813,1.640434857,235.25,3191.063
18781,17651,2.467363111,-2.00672528,37.13999502,1.9988,1.636,2967.438,1.640434857,223.625,3191.063
18782,17652,2.883917907,-0.000540258,37.27024641,0.0006,0.0,2979.156,1.640434857,211.907,3191.063
18783,17653,2.979432699,0.000143441,37.2525561,0.0006,0.0,2990.938,1.640434857,200.125,3191.063
18784,17654,3.039041304,0.001726348,37.15249107,0.0006,0.0,3002.578,1.640434857,188.485,3191.063
18785,17655,3.086336593,0.000657149,37.03018268,0.0006,0.0,3014.266,1.640434857,176.797,3191.063
18786,17656,3.12558966,0.002969132,36.89270199,0.0006,0.0,3025.969,1.640434857,165.094,3191.063
18787,17657,3.15856899,-0.001710015,36.73440262,0.0006,0.0,3037.625,1.640434857,153.438,3191.063
18788,17658,3.18591996,2.6e-05,36.59507898,0.0006,0.0,3049.297,1.640434857,141.766,3191.063
18789,17659,3.209321488,-0.001005429,36.42587333,0.0006,0.0,3061.094,1.640434857,129.969,3191.063
18790,17660,3.229381933,0.001059544,36.27093372,0.0006,0.0,3072.875,1.640434857,118.188,3191.063
18791,17661,3.24741796,0.000724156,36.09397177,0.0006,0.0,3084.672,1.640434857,106.391,3191.063
18792,17662,3.263325011,-0.002921888,35.94919753,0.0006,0.0,3096.453,1.640434857,94.61,3191.063
18793,17663,3.27767896,0.002261958,35.78439016,0.0006,0.0,3108.328,1.640434857,82.735,3191.063
18794,17664,3.290962904,0.001509697,35.60675232,0.0006,0.0,3120.094,1.640434857,70.969,3191.063
18795,17665,3.303237488,0.001767564,35.44196396,0.0006,0.0,3131.906,1.640434857,59.157,3191.063
18796,17666,3.314163531,-0.002461255,35.30024205,0.0006,0.0,3143.672,1.640434857,47.391,3191.063
18797,17667,3.324784852,0.000556151,35.12107747,0.0006,0.0,3155.516,1.640434857,35.547,3191.063
18798,17668,3.334352331,0.000477352,34.95822937,0.0006,0.0,3167.359,1.640434857,23.704,3191.063
18799,17669,3.343416131,0.00027133,34.79974154,0.0006,0.0,3179.203,1.640434857,11.86,3191.063
18800,17670,3.35177638,-0.000712285,34.64276067,0.0006,0.0,3191.063,1.640434857,0.0,0.0
18801,17670,3.35177638,-0.000712285,34.64276067,0.0006,0.0,3191.063,1.640434857,0.0,0.0
18802,17670,3.35177638,-0.000712285,34.64276067,0.0006,0.0,3191.063,1.640434857,0.0,0.0
18803,17670,3.35177638,-0.000712285,34.64276067,0.0006,0.0,3191.063,1.640434857,0.0,0.0
18804,17670,3.35177638,-0.000712285,34.64276067,0.0006,0.0,3191.063,1.640434857,0.0,0.0
18805,17670,3.35177638,-0.000712285,34.64276067,0.0006,0.0,3191.063,1.640434857,0.0,0.0
18806,17670,3.35177638,-0.000712285,34.64276067,0.0006,0.0,3191.063,1.640434857,0.0,0.0
18807,17670,3.35177638,-0.000712285,34.64276067,0.0006,0.0,3191.063,1.640434857,0.0,0.0
18808,17670,3.35177638,-0.000712285,34.64276067,0.0006,0.0,3191.063,1.640434857,0.0,0.0
18809,17670,3.35177638,-0.000712285,34.64276067,0.0006,0.0,3191.063,1.640434857,0.0,0.0
18810,17670,3.35177638,-0.000712285,34.64276067,0.0006,0.0,3191.063,1.640434857,0.0,0.0
18811,17671,4.188957309,9.02e-05,23.54130796,0.0006,0.0,0.0,1.613265332,3165.828,3165.828
18812,17671,4.188957309,9.02e-05,23.54130796,0.0006,0.0,0.0,1.613265332,3165.828,3165.828
18813,17671,4.188957309,9.02e-05,23.54130796,0.0006,0.0,0.0,1.613265332,3165.828,3165.828
18814,17671,4.188957309,9.02e-05,23.54130796,0.0006,0.0,0.0,1.613265332,3165.828,3165.828
18815,17671,4.188957309,9.02e-05,23.54130796,0.0006,0.0,0.0,1.613265332,3165.828,3165.828
18816,17671,4.188957309,9.02e-05,23.54130796,0.0006,0.0,0.0,1.613265332,3165.828,3165.828
18817,17671,4.188957309,9.02e-05,23.54130796,0.0006,0.0,0.0,1.613265332,3165.828,3165.828
18818,17671,4.188957309,9.02e-05,23.54130796,0.0006,0.0,0.0,1.613265332,3165.828,3165.828
18819,17671,4.188957309,9.02e-05,23.54130796,0.0006,0.0,0.0,1.613265332,3165.828,3165.828
18820,17671,4.188957309,9.02e-05,23.54130796,0.0006,0.0,0.0,1.613265332,3165.828,3165.828
18821,17671,4.188957309,9.02e-05,23.54130796,0.0006,0.0,0.0,1.613265332,3165.828,3165.828
18822,17672,4.189158279,0.001163455,23.5333634,0.0006,4.204,9.344,1.613265332,3156.484,3165.828
18823,17673,3.991791392,-2.008283855,23.55746915,1.9986,3.029,21.563,1.613265332,3144.265,3165.828
18824,17674,3.972309274,-2.007502245,23.63687371,1.9986,3.03,33.016,1.613265332,3132.812,3165.828
18825,17675,3.957873179,-2.010667313,23.73691075,1.9986,3.015,44.469,1.613265332,3121.359,3165.828
18826,17676,3.94580807,-2.006947152,23.83940326,1.9986,3.008,55.922,1.613265332,3109.906,3165.828
18827,17677,3.935225238,-2.007913552,23.95270635,1.9986,2.997,67.36,1.613265332,3098.468,3165.828
18828,17678,3.926235435,-2.008667297,24.0681107,1.9986,2.992,78.75,1.613265332,3087.078,3165.828
18829,17679,3.917607825,-2.008326202,24.17789024,1.9986,2.985,90.172,1.613265332,3075.656,3165.828
18830,17680,3.909936311,-2.00983543,24.29603786,1.9986,2.979,101.688,1.613265332,3064.14,3165.828
18831,17681,3.902483226,-2.007993966,24.41819379,1.9986,2.975,113.125,1.613265332,3052.703,3165.828
18832,17682,3.895791798,-2.006725127,24.5262559,1.9986,2.969,124.5,1.613265332,3041.328,3165.828
18833,17683,3.889310491,-2.007895319,24.64692909,1.9986,2.964,135.922,1.613265332,3029.906,3165.828
18834,17684,3.883488519,-2.006584108,24.76574358,1.9986,2.959,147.328,1.613265332,3018.5,3165.828
18835,17685,3.877712003,-2.008218835,24.87102719,1.9986,2.954,158.797,1.613265332,3007.031,3165.828
18836,17686,3.872346299,-2.007216509,24.97565334,1.9986,2.95,170.219,1.613265332,2995.609,3165.828
18837,17687,3.867034975,-2.006937144,25.09775098,1.9986,2.945,181.672,1.613265332,2984.156,3165.828
18838,17688,3.862224621,-2.00796535,25.20190456,1.9986,2.941,193.078,1.613265332,2972.75,3165.828
18839,17689,3.857045243,-2.009377611,25.31013725,1.9986,2.938,204.547,1.613265332,2961.281,3165.828
18840,17690,3.852609918,-2.008335069,25.42829886,1.9986,2.935,215.953,1.613265332,2949.875,3165.828
18841,17691,3.847945145,-2.012578799,25.53361249,1.9986,2.931,227.375,1.613265332,2938.453,3165.828
18842,17692,3.84370497,-2.009078089,25.63331176,1.9986,2.927,238.828,1.613265332,2927.0,3165.828
18843,17693,3.83942541,-2.004313152,25.74899931,1.9986,2.923,250.297,1.613265332,2915.531,3165.828
18844,17694,3.835797598,-2.005734092,25.84535206,1.9986,2.92,261.735,1.613265332,2904.093,3165.828
18845,17695,3.832036599,-2.009514238,25.96418248,1.9986,2.917,273.235,1.613265332,2892.593,3165.828
18846,17696,3.828461217,-2.009056397,26.06679646,1.9986,2.913,284.657,1.613265332,2881.171,3165.828
18847,17697,3.824846202,-2.009518183,26.1725925,1.9986,2.911,296.078,1.613265332,2869.75,3165.828
18848,17698,3.821417229,-2.008561699,26.27724288,1.9986,2.907,307.5,1.613265332,2858.328,3165.828
18849,17699,3.817997774,-2.008059643,26.38037778,1.9986,2.905,318.938,1.613265332,2846.89,3165.828
18850,17700,3.814460029,-2.008115589,26.47553456,1.9986,2.902,330.375,1.613265332,2835.453,3165.828
18851,17701,3.811281206,-2.009477094,26.5821568,1.9986,2.899,341.813,1.613265332,2824.015,3165.828
18852,17702,3.807865397,-2.006236794,26.68719466,1.9986,2.896,353.328,1.613265332,2812.5,3165.828
18853,17703,3.804488387,-2.008206911,26.7901788,1.9986,2.893,364.766,1.613265332,2801.062,3165.828
18854,17704,3.800787113,-2.009450712,26.88049289,1.9986,2.889,376.172,1.613265332,2789.656,3165.828
18855,17705,3.797279243,-2.009073008,26.98465095,1.9986,2.886,387.672,1.613265332,2778.156,3165.828
18856,17706,3.79354819,-2.009642149,27.09395846,1.9986,2.883,399.078,1.613265332,2766.75,3165.828
18857,17707,3.789928872,-2.008875717,27.18282342,1.9986,2.88,410.532,1.613265332,2755.296,3165.828
18858,17708,3.786079936,-2.007347449,27.27856206,1.9986,2.876,421.953,1.613265332,2743.875,3165.828
18859,17709,3.782200471,-2.008120691,27.37843247,1.9986,2.872,433.453,1.613265332,2732.375,3165.828
18860,17710,3.778381972,-2.008353177,27.48131043,1.9986,2.869,444.985,1.613265332,2720.843,3165.828
18861,17711,3.774167764,-2.006888194,27.57717492,1.9986,2.865,456.422,1.613265332,2709.406,3165.828
18862,17712,3.76998711,-2.006791584,27.67029485,1.9986,2.861,467.813,1.613265332,2698.015,3165.828
18863,17713,3.765791861,-2.009411315,27.75190615,1.9986,2.857,479.297,1.613265332,2686.531,3165.828
18864,17714,3.761525358,-2.0049854,27.84369849,1.9986,2.853,490.688,1.613265332,2675.14,3165.828
18865,17715,3.757254847,-2.010419722,27.92272303,1.9986,2.849,502.094,1.613265332,2663.734,3165.828
18866,17716,3.752692787,-2.007365259,28.01884491,1.9986,2.845,513.5,1.613265332,2652.328,3165.828
18867,17717,3.748120808,-2.005300889,28.09869016,1.9986,2.841,524.938,1.613265332,2640.89,3165.828
18868,17718,3.743987978,-2.004905938,28.15664779,1.9986,2.836,536.422,1.613265332,2629.406,3165.828
18869,17719,3.739559932,-2.012434139,28.23241736,1.9986,2.832,547.891,1.613265332,2617.937,3165.828
18870,17720,3.735154031,-2.008048107,28.28356707,1.9986,2.827,559.328,1.613265332,2606.5,3165.828
18871,17721,3.730927665,-2.007899109,28.32467132,1.9986,2.823,570.797,1.613265332,2595.031,3165.828
18872,17722,3.726969543,-2.006955917,28.38084227,1.9986,2.819,582.203,1.613265332,2583.625,3165.828
18873,17723,3.723057895,-2.008173479,28.41012879,1.9986,2.816,593.594,1.613265332,2572.234,3165.828
18874,17724,3.719505797,-2.007044873,28.44189676,1.9988,2.813,605.0,1.613265332,2560.828,3165.828
18875,17725,3.715889501,-2.007377053,28.46091057,1.9986,2.809,616.422,1.613265332,2549.406,3165.828
18876,17726,3.712672758,-2.008194233,28.48177256,1.9986,2.805,627.844,1.613265332,2537.984,3165.828
18877,17727,3.709374033,-2.009586731,28.49397716,1.9986,2.802,639.328,1.613265332,2526.5,3165.828
18878,17728,3.706157722,-2.00696645,28.50666499,1.9986,2.799,650.719,1.613265332,2515.109,3165.828
18879,17729,3.70289452,-2.010366908,28.50984977,1.9986,2.796,662.172,1.613265332,2503.656,3165.828
18880,17730,3.700071199,-2.006826171,28.51571269,1.9986,2.793,673.578,1.613265332,2492.25,3165.828
18881,17731,3.696891348,-2.007046553,28.51781679,1.9988,2.79,685.032,1.613265332,2480.796,3165.828
18882,17732,3.694034368,-2.01014059,28.52711379,1.9986,2.787,696.438,1.613265332,2469.39,3165.828
18883,17733,3.690700436,-2.00994773,28.54233173,1.9986,2.785,707.891,1.613265332,2457.937,3165.828
18884,17734,3.687878752,-2.006224275,28.54732366,1.9986,2.781,719.297,1.613265332,2446.531,3165.828
18885,17735,3.684811876,-2.008935364,28.54942582,1.9986,2.779,730.782,1.613265332,2435.046,3165.828
18886,17736,3.681713837,-2.009622184,28.5556601,1.9986,2.777,742.25,1.613265332,2423.578,3165.828
18887,17737,3.678913467,-2.008687115,28.55933508,1.9986,2.773,753.672,1.613265332,2412.156,3165.828
18888,17738,3.676047927,-2.007579546,28.56297924,1.9986,2.77,765.157,1.613265332,2400.671,3165.828
18889,17739,3.673104773,-2.006757451,28.5578641,1.9986,2.767,776.61,1.613265332,2389.218,3165.828
18890,17740,3.670029267,-2.008462594,28.57166841,1.9986,2.765,788.0,1.613265332,2377.828,3165.828
18891,17741,3.66720358,-2.00771098,28.56956975,1.9988,2.761,799.469,1.613265332,2366.359,3165.828
18892,17742,3.664174229,-2.00668017,28.58376054,1.9986,2.759,810.875,1.613265332,2354.953,3165.828
18893,17743,3.661136673,-2.012256061,28.58634194,1.9988,2.756,822.282,1.613265332,2343.546,3165.828
18894,17744,3.65838208,-2.009172634,28.6097002,1.9986,2.753,833.703,1.613265332,2332.125,3165.828
18895,17745,3.655104696,-2.006333048,28.61636183,1.9986,2.75,845.141,1.613265332,2320.687,3165.828
18896,17746,3.652576808,-2.008329383,28.62488554,1.9986,2.747,856.532,1.613265332,2309.296,3165.828
18897,17747,3.64951903,-2.006423446,28.64552377,1.9986,2.744,868.0,1.613265332,2297.828,3165.828
18898,17748,3.646495819,-2.009488231,28.6756831,1.9986,2.742,879.422,1.613265332,2286.406,3165.828
18899,17749,3.643739189,-2.006902664,28.68451082,1.9986,2.739,890.844,1.613265332,2274.984,3165.828
18900,17750,3.64090659,-2.006163103,28.71980209,1.9988,2.736,902.313,1.613265332,2263.515,3165.828
18901,17751,3.637996978,-2.008407029,28.75111843,1.9986,2.733,913.719,1.613265332,2252.109,3165.828
18902,17752,3.635168211,-2.010609289,28.77573518,1.9986,2.73,925.125,1.613265332,2240.703,3165.828
18903,17753,3.632464808,-2.008775865,28.81537228,1.9986,2.727,936.563,1.613265332,2229.265,3165.828
18904,17754,3.629729038,-2.007018447,28.85907701,1.9988,2.725,947.953,1.613265332,2217.875,3165.828
18905,17755,3.627080012,-2.011043425,28.87747202,1.9986,2.722,959.391,1.613265332,2206.437,3165.828
18906,17756,3.624194373,-2.009035283,28.91267848,1.9986,2.719,970.891,1.613265332,2194.937,3165.828
18907,17757,3.621411438,-2.006821306,28.94931186,1.9986,2.717,982.328,1.613265332,2183.5,3165.828
18908,17758,3.618631574,-2.009270178,28.99779586,1.9988,2.714,993.719,1.613265332,2172.109,3165.828
18909,17759,3.615978573,-2.003350191,29.03441462,1.9986,2.712,1005.203,1.613265332,2160.625,3165.828
18910,17760,3.613473542,-2.007769228,29.06269076,1.9988,2.709,1016.61,1.613265332,2149.218,3165.828
18911,17761,3.610771975,-2.007706694,29.10072227,1.9988,2.707,1028.0,1.613265332,2137.828,3165.828
18912,17762,3.60819714,-2.007728765,29.1572603,1.9986,2.704,1039.391,1.613265332,2126.437,3165.828
18913,17763,3.605426447,-2.006362783,29.20725848,1.9986,2.701,1050.828,1.613265332,2115.0,3165.828
18914,17764,3.602951196,-2.006395774,29.23670917,1.9986,2.699,1062.25,1.613265332,2103.578,3165.828
18915,17765,3.600215505,-2.005411023,29.28802586,1.9988,2.696,1073.735,1.613265332,2092.093,3165.828
18916,17766,3.597559039,-2.006190845,29.3100816,1.9988,2.693,1085.188,1.613265332,2080.64,3165.828
18917,17767,3.595220828,-2.008645673,29.34364261,1.9988,2.691,1096.61,1.613265332,2069.218,3165.828
18918,17768,3.592427634,-2.006118961,29.39274816,1.9986,2.688,1108.11,1.613265332,2057.718,3165.828
18919,17769,3.590111666,-2.008666146,29.42785592,1.9988,2.686,1119.547,1.613265332,2046.281,3165.828
18920,17770,3.587757454,-2.00912439,29.47504664,1.9986,2.683,1130.969,1.613265332,2034.859,3165.828
18921,17771,3.585252189,-2.008282709,29.51826176,1.9986,2.681,1142.438,1.613265332,2023.39,3165.828
18922,17772,3.582841836,-2.009653902,29.55176395,1.9986,2.679,1153.875,1.613265332,2011.953,3165.828
18923,17773,3.580428857,-2.00832857,29.58520732,1.9988,2.676,1165.297,1.613265332,2000.531,3165.828
18924,17774,3.578143217,-2.009597113,29.63048367,1.9988,2.674,1176.688,1.613265332,1989.14,3165.828
18925,17775,3.575600982,-2.00794851,29.66243179,1.9986,2.672,1188.172,1.613265332,1977.656,3165.828
18926,17776,3.573258717,-2.009076678,29.71280291,1.9986,2.669,1199.563,1.613265332,1966.265,3165.828
18927,17777,3.570898718,-2.004990284,29.75439272,1.9986,2.667,1210.985,1.613265332,1954.843,3165.828
18928,17778,3.568697465,-2.005120301,29.79635816,1.9986,2.665,1222.391,1.613265332,1943.437,3165.828
18929,17779,3.566494002,-2.008683334,29.82680869,1.9986,2.662,1233.828,1.613265332,1932.0,3165.828
18930,17780,3.563943725,-2.007526821,29.86949696,1.9988,2.66,1245.297,1.613265332,1920.531,3165.828
18931,17781,3.561670162,-2.008911714,29.90774024,1.9986,2.658,1256.703,1.613265332,1909.125,3165.828
18932,17782,3.559573633,-2.008979386,29.95722658,1.9988,2.656,1268.125,1.613265332,1897.703,3165.828
18933,17783,3.557234167,-2.010149955,29.99119786,1.9986,2.654,1279.563,1.613265332,1886.265,3165.828
18934,17784,3.554933333,-2.010432523,30.02735723,1.9988,2.652,1291.078,1.613265332,1874.75,3165.828
18935,17785,3.552865352,-2.006600923,30.07476386,1.9988,2.65,1302.5,1.613265332,1863.328,3165.828
18936,17786,3.550790428,-2.008195253,30.11781692,1.9986,2.648,1313.891,1.613265332,1851.937,3165.828
18937,17787,3.548485528,-2.007957783,30.1621022,1.9988,2.645,1325.36,1.613265332,1840.468,3165.828
18938,17788,3.546373007,-2.008943529,30.20308928,1.9988,2.643,1336.797,1.613265332,1829.031,3165.828
18939,17789,3.544471178,-2.008320928,30.24121125,1.9988,2.641,1348.25,1.613265332,1817.578,3165.828
18940,17790,3.542204925,-2.006050024,30.27659116,1.9986,2.639,1359.719,1.613265332,1806.109,3165.828
18941,17791,3.53992763,-2.006363711,30.30850656,1.9988,2.637,1371.125,1.613265332,1794.703,3165.828
